embedding_x,embedding_y
12.305211,-0.33607727
12.019915,-4.787276
14.300323,5.2052546
15.138545,5.473579
18.647184,-4.6002636
13.986233,7.476386
6.568847,18.91718
22.257284,6.642577
14.247666,-5.9633164
-4.103364,-1.6244953
21.700315,3.6524405
21.79843,5.978881
14.64616,6.42534
-3.1340992,16.814213
22.217783,6.2766285
12.650117,-4.9492903
21.703161,3.6303046
2.7788448,20.752972
-6.928515,10.392047
12.190107,-4.775658
14.53125,4.947103
-3.142498,-3.285702
7.0488844,17.21775
7.396836,18.459972
-3.150174,15.6864395
-5.389374,12.518547
7.397813,22.182861
19.042946,-3.8215332
-5.484485,-1.4397258
14.190167,8.9111395
8.502949,17.372696
-0.81360656,1.6992925
12.388273,-4.7071147
18.43152,-4.7671704
0.2188679,2.1782286
-3.773303,13.112866
6.962517,17.187666
21.784248,6.1112475
15.575427,10.382335
1.5662217,-8.517656
-4.237466,-1.5525206
14.930415,-5.2053776
14.241534,7.2764354
12.349531,-4.9739456
13.966104,7.465883
-3.3102221,17.67052
17.831543,-4.9668865
-3.141361,15.721742
14.648113,-5.3939223
14.541535,5.026284
-5.2992835,10.947247
14.615103,-5.549629
11.80926,-4.7427273
24.325619,-1.2418337
14.860252,8.301788
8.796612,11.69037
14.606104,6.7287884
23.824854,-1.9944999
14.644268,-5.8952384
20.086624,1.8162094
7.6500287,12.666783
10.806087,12.215372
15.359771,-5.19228
14.335941,7.7520046
2.8531086,20.756895
2.3687732,-8.437557
7.2149596,19.244467
12.16289,-4.7878523
13.431201,-5.06996
21.88768,7.2839055
-4.319128,9.979392
-4.529383,9.799773
-2.1941645,19.43679
-5.706703,6.9865484
-5.2422,-2.3738046
7.64077,17.45161
15.024022,-5.131111
14.893316,-5.2566986
14.091244,-5.9235506
21.855108,4.406279
5.8054047,17.855593
7.2405567,21.974936
15.329414,8.124826
13.791053,5.6472707
-0.25809386,17.143848
14.552498,4.977041
-6.8667393,10.066589
21.916883,4.155341
11.098808,13.62789
15.775672,7.634864
-7.5249534,8.36243
-6.230025,10.46506
18.558187,-4.686465
14.624416,4.487389
2.3999283,21.1137
11.862429,-4.74212
-3.2188516,13.844835
14.035302,8.859493
-0.29383257,17.568565
10.712229,11.999442
-5.1666293,-2.2677014
15.021023,10.971989
7.9024396,17.576998
7.7662725,18.044403
-3.9143968,16.503538
0.007940818,1.8308659
21.913252,4.362378
22.279905,6.683313
18.325844,0.1757672
2.6448305,20.791779
15.100399,10.82863
14.569797,8.936086
21.996841,6.773077
14.238264,-5.9593716
-4.357374,0.41527703
15.165521,10.444035
15.576207,-5.384614
-4.590589,14.149918
18.544895,-4.695025
6.4442515,16.384514
-1.1109974,1.490217
-4.5994043,-1.4514984
-2.2160575,15.110417
-6.6933913,9.872992
14.360228,-5.9189715
1.5711157,-8.5198145
14.912281,4.811743
16.351393,6.3453846
11.847019,-4.851706
-0.29357207,17.539679
17.848764,-4.957382
21.555246,6.3737063
7.08101,16.61975
21.417864,3.8907173
12.146814,-4.7664046
19.79958,1.4841472
18.674946,-4.5756555
11.581497,-4.6234503
22.043053,7.179291
14.845918,5.9121294
15.603116,-5.369273
8.697473,11.739734
16.386501,6.366452
18.546082,0.4010717
-0.3895835,16.504513
14.385765,4.721715
15.293737,5.6282635
-4.0139146,1.6421964
15.313197,5.62888
-0.46091947,-3.6793132
11.823485,-4.780484
21.606548,3.8211787
0.7920807,1.7163112
-0.28635958,2.1504853
14.189977,4.768697
12.606212,-4.9432025
11.591149,-4.6638985
14.291936,-5.7489786
21.7947,5.989465
14.510869,6.616783
6.432813,19.145933
7.2911854,13.016087
-5.176067,-7.1863585
14.949511,-5.838056
-4.755393,10.469799
2.6693983,0.6377731
-3.5553417,1.0776901
3.0806537,21.385273
18.205927,0.043172773
11.206463,13.247787
12.711741,-4.993876
14.2857275,5.173172
14.758526,-5.8691607
8.708654,11.730981
2.364187,21.2417
-0.3289331,1.684064
24.32008,-1.2500525
21.700838,4.1810255
12.656726,-4.9064507
14.428745,9.030432
6.475691,16.248539
2.4805515,21.177631
-3.740882,13.169499
21.781464,6.119999
8.781132,17.060656
8.213072,22.370638
11.800703,-4.6132913
-2.1320374,-4.1073337
0.019438628,17.31456
15.648826,-5.3497286
21.667263,6.7325096
23.821003,-1.9993157
21.89262,7.272211
8.136777,21.214926
-6.902662,10.900552
14.947327,4.8108883
18.617804,-4.630497
-0.5422458,16.49168
22.037773,5.958711
15.565485,-5.413343
14.34793,7.8654423
14.040205,-5.9539876
-3.1836565,-2.575505
0.6078558,16.770405
14.307657,7.2331667
10.730167,11.988671
-6.565735,10.172693
18.371098,0.22369206
-6.707067,10.146447
12.304354,-0.31520596
8.685582,17.171148
11.915771,1.8625576
12.153107,-1.7504406
21.656094,4.102326
-2.9027562,-10.911514
11.9578085,-4.7582445
15.035746,-5.157615
-2.1696804,-4.1783843
11.896387,1.8819457
12.305818,-0.2903551
-3.1548142,15.705021
-5.3631005,-1.4800262
0.97066784,1.6785614
2.5777352,21.816845
21.830866,5.8412004
14.5123415,4.988856
-2.9739447,15.578297
18.512207,0.36801773
21.715147,4.1756687
2.6680872,0.6562171
-5.5240145,-1.4064803
-2.7175896,-2.8751266
-3.1845279,-2.585666
-0.30829877,1.6861945
-5.2380943,-2.367606
14.937364,4.8859196
15.276676,6.237345
24.352463,-1.2110426
7.941146,5.5496516
-4.179083,-1.5650011
2.4820797,21.106565
-8.395859,18.382502
2.0634322,2.2380314
11.849358,-4.8500667
20.135038,1.869278
8.726925,11.8814125
13.85229,8.779647
23.76334,-2.0574956
8.614137,12.08859
7.6301575,12.693991
5.3385777,5.7672095
14.247042,7.447833
14.952032,5.855418
21.66508,4.1966085
5.268556,5.709662
-4.1878567,-3.434698
-3.1862037,16.797293
-2.389908,-2.4440882
-4.6357145,-1.460901
-4.961615,10.397514
-4.3640933,0.40009052
-2.0259018,-9.811101
12.0818,-4.7398953
1.5650904,-8.521544
21.869223,7.2263293
19.018003,-3.849084
-1.9898545,19.360308
-4.3646946,0.40250683
1.5331947,-8.515613
-2.7672029,-10.772364
7.6617846,22.67322
-0.32438934,18.073448
8.740836,11.797683
18.619158,-4.62048
7.7372117,21.945831
-4.8252244,14.506142
15.143488,10.118769
-4.816498,-6.2427278
2.559034,20.876682
-0.45920014,1.6431797
-4.8173604,-6.244992
-5.582211,6.952856
-2.178506,19.44548
-1.6196498,19.224108
-1.6200248,19.218782
-2.2195003,19.46728
-2.6163325,19.466915
2.344554,1.5718331
2.3364363,1.5622259
0.34772444,2.6413212
-5.7017136,6.9840837
0.4595467,2.6854918
-0.6509874,2.3711517
-4.562821,-0.6838973
-4.9793205,-1.904227
15.532057,-5.3957195
2.5648916,-8.291851
-4.9796696,13.3333025
-4.6345506,-1.4413786
2.5453663,-8.307086
-2.0561652,-9.842993
14.307419,5.190867
14.096093,-5.916739
12.168856,-4.6373415
14.73077,-5.3600173
-2.178096,-3.9103968
-6.9967146,10.055533
2.6959949,20.753609
-0.88718,-3.5430045
22.38172,6.8764358
0.3351321,2.575658
7.8789086,22.655582
-6.8617463,10.40866
-1.2711804,16.879879
-5.222751,-1.5227947
-4.2008047,-2.2479029
-2.8421881,19.293028
21.859789,7.227446
13.395751,-5.064687
22.359207,7.64527
-3.2708964,-3.2026012
-1.6809865,16.548794
-3.3413494,-3.10066
2.3750927,-8.433158
-4.461105,0.13496928
-3.8012946,1.2563133
-2.1539984,-4.04739
15.679596,6.407645
14.938658,4.80038
-6.9138994,11.905089
11.77003,-4.7725964
14.929427,5.7728825
12.314039,-1.5166882
9.122468,16.678335
19.920248,1.6310426
13.837755,5.62182
7.4660172,18.297499
14.337534,7.8319244
21.681337,6.2329636
11.778881,-4.808698
9.168971,15.964005
22.554802,7.0651364
-4.867466,-6.2616415
-5.1565814,-2.2547297
13.985048,7.4424996
12.032156,1.7489296
8.662732,12.155482
15.17814,-5.0978813
13.490874,6.067948
-3.2551281,13.921133
18.496431,0.35238838
-3.8260338,1.3308843
14.838327,6.1473618
-1.7633638,-3.5235958
22.279852,6.2830777
-5.177069,-7.189747
-1.9919674,17.828926
21.769659,4.26807
14.789579,-5.472099
15.205107,-5.0931697
5.9009113,6.9332514
8.134062,5.3343277
14.628604,-5.4250617
6.8754797,19.01551
24.336594,-1.2287437
21.92536,7.1527214
2.4791944,22.259226
18.79006,-4.454735
12.601246,-4.8307705
8.087655,21.216696
16.28606,6.3080673
15.282544,10.902473
21.724655,6.60949
7.8297615,17.937769
12.071384,1.70581
14.570909,5.641986
11.946348,1.8512225
-3.0045462,19.063253
6.2395372,16.763327
2.6414635,20.795809
15.244119,5.664547
7.690689,12.631875
20.029095,1.7566941
-4.1833777,-3.3548307
-4.7650986,16.946938
14.010648,7.394005
11.735715,-4.635672
14.0329275,7.395892
14.044731,7.3867326
14.500819,6.601826
-3.8908782,13.248746
12.30198,0.12579411
8.747684,11.800729
12.287944,-1.425605
-5.584903,12.096719
-5.4312463,12.247859
-5.435402,13.460277
-6.7895255,12.670322
15.177801,-5.385561
12.3431015,0.5737283
11.853294,-4.810693
21.874586,7.185428
21.693974,6.9243226
-2.1616242,-4.111499
2.5536623,-8.297424
14.06999,7.430073
-6.9886217,10.3185
21.381567,3.8868742
7.1316466,16.91542
15.770156,7.248796
7.6160893,22.222313
-4.199687,-3.3752499
-3.374333,-3.0745485
21.907375,4.3778
11.631238,-4.612271
11.0513735,12.642782
17.834719,-4.9639487
8.698584,11.8623495
-2.2236583,15.112413
10.818785,11.939818
16.349081,6.3477144
-6.6368885,9.5564785
-6.0279417,12.584387
7.610767,21.931091
-6.941068,9.27647
21.921759,6.126891
9.073992,16.61796
16.397705,6.3707495
14.391566,7.757216
12.137349,-4.783164
12.123827,-4.7970853
-3.4848428,15.8088875
14.444188,6.668746
0.60567504,1.7219689
18.319517,0.16750968
15.451113,10.485949
18.399658,0.25810075
12.235018,-2.3610206
8.626986,12.05822
12.331517,-4.6639996
9.058706,16.13307
-5.001231,16.637943
14.615012,-5.4327927
15.61249,-5.3939223
-8.309423,18.456203
11.620888,-4.663798
7.213448,19.677944
-0.9202904,15.582245
11.124425,12.791878
22.362726,7.642265
21.605646,6.3061047
12.229937,-4.6621013
12.320071,0.3454996
14.374797,4.637964
11.08167,10.9911585
-2.4846084,-2.5241756
-6.425057,13.210662
2.5405357,21.400906
8.256929,21.214417
14.137088,8.786831
-5.3175316,11.328863
-6.877606,10.382018
-0.38679683,17.117943
-3.5693743,1.1456015
-5.087958,12.057434
16.055553,6.253076
21.918634,4.2106237
-0.69832957,17.022806
15.093708,-5.1349344
18.81788,-4.3300943
15.848951,8.026673
6.558416,18.928997
23.81189,-2.0085018
21.622293,6.8078427
15.943065,6.3408084
12.299677,0.115057506
14.710342,7.9773445
15.3872,10.483138
9.016406,16.636164
2.6091137,0.6918512
-2.7790134,18.366394
-3.9854991,1.6103857
11.991845,-4.7160606
12.274676,-1.3334931
-2.901072,-10.909936
9.015362,16.60485
-4.470681,-1.6045678
21.778803,4.2498074
16.301594,6.7301702
7.6590004,22.675566
12.217234,-1.6519506
-2.8439374,18.565514
16.354542,6.347765
11.837996,-4.748409
13.759107,5.445841
7.1433043,16.800325
21.344936,3.8174667
15.568462,-5.3101726
16.37859,6.3648415
8.655597,11.769732
-1.3592716,1.1643738
14.587041,-5.9172053
-3.15187,-3.3066099
22.014807,5.940644
6.286066,16.524086
12.287083,-1.317487
10.936902,12.99881
2.7157593,21.964634
-0.926912,15.589634
19.03673,-3.8429296
6.600281,16.261297
12.417317,-4.6987286
-6.5140543,10.634929
12.359037,0.6510111
-5.0536666,14.388342
8.660414,11.929442
9.069825,16.595184
-5.1857524,12.577578
15.117627,5.5201926
-5.2732124,11.559869
-6.9658237,10.085257
-6.6018295,9.491796
8.809457,11.678629
22.295656,6.318315
-1.2241311,1.8136992
10.788306,12.245054
22.221722,6.311014
12.354477,0.6648417
